JobTitle,Company,Location,Min Salary,Max Salary,JobType,Summary,Date Posted,JobUrl
junior it technical,Linexcom Sdn Bhd,Petaling Jaya,2800,3000,Full-time,in diploma computer science full time rm2800 rm3000 based toll,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=0fab48bb3b5ae5fa&bb=ji8vnlxDt6GIVaAPkC28GLg-AiDYvvOevPwQGTLwWu4yuLqRvXpnK2Nvo-ngobi25dzTtX0AOBTKB2RsNvD40g_ExThD5dFe_5aW-fKLZc5DL0qFh_wXU_JlQCGBfBdH&xkcb=SoAN67M3_U0P1wTUox0DbzkdCdPP&fccid=77908407d3e24063&vjs=3
business development manager - b2b,TRT GLOBAL SOLUTIONS PHILIPPINES INC.,Malaysia,12000,20000,Full-time,business development manager bum try play vital role positioning partner resolving server storage,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=39ae772ad1a9f0de&bb=ji8vnlxDt6GIVaAPkC28GCnpssZpN9V-k3iBsJs8iGiuq0Qs8aNCV7g4qBl9JQ_Y5ZWLMBIvb6_AycSwvjdF3VfSw6-Fo575S2khVxwWTsHM562zu69bTOrqID87AJd3&xkcb=SoAk67M3_U0P1wTUox0BbzkdCdPP&fccid=c56c0c8bd37ff3b8&cmp=TRT-Global-Solutions&ti=Business+Development+Manager&vjs=3
primary/ secondary teacher,Anradus Pte Ltd,Kuala Lumpur,7500,10500,Full-time ,5 on fry 8 5 am package romance develop implement lesson plan according school,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=166fe3b4f4ce0e9d&bb=ji8vnlxDt6GIVaAPkC28GOm7CAhTrGCMSgzyPt-E3XWhzp_VyeBfiqe80wg6XuN98DOv2LtgemkHqcGzkps9at8mT1pugCwwlYTT_KoJTiEP-uXGAW1OBUBv3Z1X4R7B&xkcb=SoCQ67M3_U0P1wTUox0AbzkdCdPP&fccid=3de18cfd2560ba9a&cmp=Anradus-Pte-Ltd&ti=High+School+Teacher&vjs=3
it service desk executive - tamil speaking - malaysian citizen,IT Consulting Company,Kuala Lumpur,3000,3200,Contract, execute monitor ticket received recorded is level troubleshooting channel respective support group,17/6/2024,https://malaysia.indeed.com/rc/clk?jk=c3c17f6a2619ea30&bb=ji8vnlxDt6GIVaAPkC28GDpgaehyUn8_fKh6L9vEvBzzVKSq4yck6avvbhAiQR8GkGUO0plk9QiGKURAbQ8m0pjWEluXQwMDFCtethfdGUB1iX8oMIRDmwmiKvHwP7P9&xkcb=SoCq67M3_U0P1wTUox0GbzkdCdPP&fccid=dabde96a7987435b&cmp=Merchant-Acquisition-Company&ti=IT+Support&vjs=3
it - project manager,Insite MY Innovations Sdn Bhd,Kuala Lumpur,5000,7500,Full-time ,review work completed project regular basis meet project standard,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=ab7c9ac1b95c695a&bb=ji8vnlxDt6GIVaAPkC28GIk-Vdlf6aAnR_6-0bYQTI6q1ESqYnfioe3QEQ7mgEZt2U4iBvxfQW7bBE-PgHhFNQYQXSulRJkZNXoPm6soytl-vSHFoMrL58mdeszfqGrx&xkcb=SoAQ67M3_U0P1wTUox0abzkdCdPP&fccid=c9ae1a6daf5bab5f&cmp=Genius-Brio-Sdn-Bhd&ti=IT+Project+Manager&vjs=3
it support executive,Airetec Pte Ltd,Johor Bahru,2500,3300,Full-time,providing technical support smooth nation call center system hardware software network telecommunication equipment,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=2a57e43c320405e6&bb=ji8vnlxDt6GIVaAPkC28GEIt_cpKsKfgDKSaeS0oqcbvvF8sPNwTuQlcsFbjEZq45cgaGiUWfetiptekHpJLJmdLK8PYl6vnW4KGgoWMBi1bnQXxbgsqOoKgmNJ7-3TV&xkcb=SoCN67M3_U0P1wTUox0ZbzkdCdPP&fccid=34f72a995d37c1eb&cmp=Airetec-Pte-Ltd&ti=IT+Executive&vjs=3
system support analyst - calypso | one raffles | up to sgd7k,Tek Infotree Sdn Bhd,Kuala Lumpur,12000,21000,Full-time,employment type full time suitable candidate 0 3 role  s build excise,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=7cbbc65135ba9448&bb=ji8vnlxDt6GIVaAPkC28GE-lOF2zAls94xRA8NkQEGdO6__oa9rGb1ijlkZdlNt8CmF51M425LFKGWSkYRje_tRjk6dGhsW__nHeae-k_4LA3OPPpWFZKpUEeHtkrS3E&xkcb=SoC367M3_U0P1wTUox0fbzkdCdPP&fccid=3fa48a9cf908cdc6&cmp=TEK-INFOTREE-SDN-BHD&ti=Systems+Analyst&vjs=3
it support _kl,Agensi Pekerjaan AN Asia Sdn Bhd,Kuala Lumpur,2500,3500,Full-time, technical support normal option server computer hardwareipheral device,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=bcf47208c25793e8&bb=7pU7OVJEBc5ZItj5LbQKv7PjCLp3LOcdUIZwgcB_NnchHgrkVnag8knbBgVA5-gB3-KTJ_Dd3LsVj-nkRqkhNdfnckvMyLX0WxGql9vpSnp9zDQgm_fhdiY5dX7fWdRL&xkcb=SoBw67M3_U0P_6UO0Z0IbzkdCdPP&fccid=c0a17c6b2fcd880e&cmp=AGENSI-PEKERJAAN-EEEVO-RECRUIT-SDN.-BHD.&ti=IT+Support&vjs=3
business analyst,DigiHaul Malaysia,Kuala Lumpur,4000,6000,Full-time ,additionally involves evaluating business process driving efficiency process improvement application system tool candor,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=eccdac0710fa3221&bb=7pU7OVJEBc5ZItj5LbQKv0qBC9j0YN9tOb7Y_wt7t2zCMZyxricLE-jLqkWcDyavVSae5H2oLNu0tgFWVi-unNKRhXBvN1livFCQk-UlKAq3vyzKhkVz9UQmV2OSGQzb&xkcb=SoBj67M3_U0P_6UO0Z0MbzkdCdPP&fccid=bf8536e94a1a44bf&cmp=DigiHaul-Malaysia&ti=Business+Analyst&vjs=3
it support,Newton International College,Kuala Lumpur,1800,2200,Full-time ,resolving support request employee installing configuring computer hardware software system network,28/5/2024,https://malaysia.indeed.com/rc/clk?jk=057f2602f092dec1&bb=7pU7OVJEBc5ZItj5LbQKv0NR_SBvuKtAURtgjuvtq3oPAG8CRhs4x0TD3vUvP4wo9f4YZvwPKkONskBqIeMFFxMIRPDx7mQN44Lf3IgcOdOdtLKPfhKylmOL0-DA9LaK&xkcb=SoCK67M3_U0P_6UO0Z0DbzkdCdPP&fccid=626b7712919bbe4b&cmp=Newton-International-College&ti=IT+Support&vjs=3
it engineer,VC TELECOMS SDN BHD,Bangi,3500,4000,Full-time ,ideal candidate  ensuring optimal romance security rely system network within office,27/5/2024,https://malaysia.indeed.com/rc/clk?jk=0e07a074630045cd&bb=7pU7OVJEBc5ZItj5LbQKv3fSErv2NgVMd8Q_9Hui87C7D0OAyK2dgzqelMRT2M-2fILyqHgKmODZngwdlCHKa9NgAwn_qDpad5TOQBCLvtoNwHJFf6Ihe7PqAwOK5N_B&xkcb=SoA-67M3_U0P_6UO0Z0CbzkdCdPP&fccid=72d661b35508f2f2&cmp=VC-TELECOMS-SDN-BHD&ti=IT+Engineer&vjs=3
it support,Stable Option Sdn Bhd,Pudu,2500,2500,Full-time,troubleshoot resolve technical issue hardware software network install configure maintain equipment application server,10/6/2024,https://malaysia.indeed.com/rc/clk?jk=9ad62bf915eb9045&bb=7pU7OVJEBc5ZItj5LbQKv7aHUUaLb6JTMcEqIJgXSd9U2Fd29yLBDtpJpqZc2iChgW2Q5lqU5bXW3jRlwAezu5mt-lDsuZKhLqgYj10WfCEICxw3zlwPQEAlftCUout-&xkcb=SoAX67M3_U0P_6UO0Z0AbzkdCdPP&fccid=db1e760eaf214755&cmp=Stable-Option-Sdn-Bhd&ti=IT+Support&vjs=3
building manager,Zerin Properties Urus Harta Sdn Bhd,Puncak Alam,3800,4600,Full-time ,collect track my maintenance sinking fund fee parcel owner able handle stratum site consisting 400 residential unit,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=299807e804afcdd4&bb=7pU7OVJEBc5ZItj5LbQKv6A3eeh-H3NdbEWgsHy_M8fyiLa1T2ovuHSTUHTuznYTXxraIkhP1MU7YUpD-xVaxjQXqwCnw-Mtk5vmRqk8Dy22u4PIwuZfe79UydrAp2SZ&xkcb=SoAt67M3_U0P_6UO0Z0GbzkdCdPP&fccid=4f7d335025638b6a&cmp=Zerin-Properties-Urus-Harta&ti=Building+Manager&vjs=3
it support execitive,Chin Hin Group Berhad,Kuchai Lama,2800,3500,Full-time ,  application troubleshooting support end editor software minor editor application customizations using c report customizations,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=b7038319a6852b96&bb=7pU7OVJEBc5ZItj5LbQKv7Z9ADyIfl6JLzLFdeEwFYpNxyXbtvBk3P5RR0zvExHujkp2nL4reXjHHMWEld7eu66YdDgIQdfRPB3IhEPfJzF-vOMhFCXd-kfyN8GL_q-n&xkcb=SoCw67M3_U0P_6UO0Z0FbzkdCdPP&fccid=ba6eb1508966c424&cmp=Chin-Hin-Group-Berhad&ti=IT+Support&vjs=3
deskside support engineer,Ssquad Global,Kuala Lumpur,2500,2500,Contract,imaging imaging laptop desktop setting required configuration new existing active directory account management,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=5df1947d16fc002b&bb=mvRdg6t4OzYWTtqXVkbNR0Q8XV7d2v4KTCkr_QSRYbeik2cBsBGdS5rrUbbj6P0kTDSW8NtafjKuGcjDarFLvFSTzFRfrqiNrLtqsP4t09R-Amrh8MM0AujcI86JqoP6&xkcb=SoAr67M3_U0P5k0-KR0JbzkdCdPP&fccid=71931d6d26869fb5&cmp=SSquad-Global&ti=Support+Engineer&vjs=3
technical support intern,Quandatics (M) Sdn Bhd,Kuala Lumpur,1000,1000,Internship,technical support providing exceptional customer service resolving technical issue,11/6/2024,https://malaysia.indeed.com/rc/clk?jk=c66d82359611c835&bb=mvRdg6t4OzYWTtqXVkbNR2_WXacrDt4ZEUn7tXIFNKEKgpOsjOUmUsr_irbCxDFdTbobcJnCr1h-R0mmkdcAYbWV1wlNPLpLuEHAR8HXtDdsJUXhvqoc7FJ6EtEtpDjt&xkcb=SoCM67M3_U0P5k0-KR0MbzkdCdPP&fccid=3b801cc5b6910845&cmp=Quandatics-%28M%29-Sdn-Bhd&ti=Technical+Support&vjs=3
"internship program - marketing, hr, admin, it, logistic",Mothers First Choice,Kuantan,300,1500,Internship,pelting ship i syarikat retail tanning lumper suntan parang looking business management computer science,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=19919400d59d7933&bb=mvRdg6t4OzYWTtqXVkbNR6K_LYNHxsYBdIwWOwyhHxLgzwi_TBc6JTS1FUbVr9tvhnLZTNzAGa2fiEGquUBRWgj8CDeXLdRCDJBuFsVWhaPxr2oIv7lgGIjJyd_6yEZE&xkcb=SoB267M3_U0P5k0-KR0HbzkdCdPP&fccid=83178782141bef66&cmp=Mothers-first-choice&ti=Marketing+Intern&vjs=3
it audit and compliance analyst / bangsar / rm8000,Agensi Pekerjaan Sunrise Recruit Sdn Bhd,Kuala Lumpur,4500,8000,Full-time,survive audit risk control review cybersecurity assessment collaborate techno infrastructure group organize necessary,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=41a28841377e1d0e&bb=mvRdg6t4OzYWTtqXVkbNR4a8wKCyEXddTncDIIpBFElfnC3r_ynr2VCPmPLw5NIU3uR_D-MzrBqppvuQdexpVnS073tX5Q3-reJwhXq-OnqKh64lbpRYiKotLkBFs0nycnbwNkSL7O0%3D&xkcb=SoDM67M3_U0P5k0-KR0bbzkdCdPP&fccid=d74dbd9089026797&cmp=Agensi-Pekerjaan-Sunrise-Recruit-Sdn-Bhd&ti=IT+Auditor&vjs=3
personal assistant,Swissmann (M) Sdn Bhd,Petaling Jaya,3500,7000,Full-time,  once relation manager office sonar matter updating scheduling arranging meeting presentation appointment,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=a5782fb1b9b0752d&bb=AzaoxaJM-8jcz8zCmxCqnOdQWsFHOE1rwUu-WKQahYBdUozzgsrL7u4ztBVs2v83UnkgOnie71sljOWEWigdrxIt9CSL9UzOf315ncT1Yqtn9FweH2aBmX7sJ8LpDmq5&xkcb=SoCJ67M3_U0PiLU-KR0KbzkdCdPP&fccid=2cb5096691792615&cmp=Swissmann-%28M%29-Sdn-Bhd&ti=Personal+Assistant&vjs=3
it assistant,YLTC Sdn Bhd,Petaling Jaya,2800,2800,Full-time ,manage infrastructure hardware software database maintain system security nation address treated issue request,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=180a8734e1544635&bb=AzaoxaJM-8jcz8zCmxCqnGQJfvutYPXbWxoNjByCTzR7lopFVeZykecBm8XruDo_FiYhFWEJ_GyN8PY3ZBzjm2hBfxIpfn0VjdDAIfv4zog_hHX8vD1fM9XrY2Z2EisF&xkcb=SoCa67M3_U0PiLU-KR0ObzkdCdPP&fccid=1d4754f70a690931&cmp=YL-Central-Services-Sdn-Bhd&ti=IT+Assistant&vjs=3
it senior executive / it executive,BW Yee Seng Steel Industries Sdn Bhd,Simpang Ampat,3000,4000,Full-time,1 assume role next system administrator information security privacy 2   is level support consultancy system administration,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=c2d2f6dd43298246&bb=AzaoxaJM-8jcz8zCmxCqnCWEUYv8kmhFm6KHIUxHCrOZU2yQH8OQ2LBfVCKOzmDDvFbYRq_mN0JBFG9UrGl73-IPQ5Yxtm_G1Yz44RcNSSxl38udscRtseXlwN_etj2Y&xkcb=SoCz67M3_U0PiLU-KR0MbzkdCdPP&fccid=26e574ea5259dba3&cmp=BW-Yee-Seng-Steel-Industries-Sdn-Bhd&ti=IT+Executive&vjs=3
it programmer - british based manufacturing,Jaya Employment,Subang Jaya,5500,7000,Full-time ,skill degree programming 3 programming web de visual studio pop c him type,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=9d799a20778e8862&bb=AzaoxaJM-8jcz8zCmxCqnLsoZGYjCw1yBg1lzL0vXz4L3saaiJrOpYgJLJUrWKPsWGU8g039t961E_N0Nm4eJgDkRxrm4LGng7-tsszqJTxt76yD8ilfOt1UDDxo2oxn&xkcb=SoD967M3_U0PiLU-KR0GbzkdCdPP&fccid=2e0610848954d090&cmp=Jaya-Employment&ti=Programmer&vjs=3
software developer,SWISS LINK COMMUNICATIONS SDN BHD,Cyberjaya,2000,4000,Full-time,assurance 1 software development 1,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=5584b7a2caa3e84d&bb=ki0MrRZmXhPQxcfn9VsmrzAUrJ-ZoeZd2B2HQLmOwEhXW52JvXA4V5aG7gcXTG1CirEQa-xNbTxf7Njj4c6mnMj5cIyntKuK20PeNWJoDL-SmIXRhQLCsDFDErpUkh9z&xkcb=SoCD67M3_U0PtJzUox0LbzkdCdPP&fccid=1b8fffe96597d1c7&cmp=SWISS-LINK-COMMUNICATIONS-SDN-BHD&ti=Software+Engineer&vjs=3
it technician,Beaks Group,Petaling Jaya,2300,3000,Full-time,least diploma professional certificate computer science posse 13 specialized computer software equivalent,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=82da53e95a2a641d&bb=ki0MrRZmXhPQxcfn9Vsmrz1FIQYJDnASVjz_Q3PYjs2im3xc_NyYlet_x36xV0j2I7Epu0aQ1MuQOVNoammfz0hI586PmIrqt6--VfgcSKnQUAjVHqo29h68XnHxosX7&xkcb=SoCq67M3_U0PtJzUox0JbzkdCdPP&fccid=4c38506ff1259826&cmp=BEAKS-GROUP&ti=IT+Technician&vjs=3
it internship,Lees Frozen Food Sdn Bhd,Kuala Lumpur,500,500,Internship ,involve providing technical once troubleshoot solve hardware software issue participate developing maintaining software application,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=1fc299686b968de8&bb=ki0MrRZmXhPQxcfn9Vsmr98qEeK6452gtjWtzQkOGYk4mTXes-NbPUoYVVIzPBFMdnfUMkHQVjKZS87GluAWGWrWQwGCOwVOUj5SWvGCPotHkvL7ERkZo4-4ytUC80Yy&xkcb=SoCQ67M3_U0PtJzUox0PbzkdCdPP&fccid=d2565596fd440067&cmp=Lee%2527s-Fandbee-Sdn-Bhd&ti=Information+Technology+Intern&vjs=3
it service desk analyst,JMA Global IT Solutions Sdn. Bhd,Cyberjaya,3500,3520,Full-time ,thorough knowledge current techie relates end support business strategy keeping abreast latest techno update,11/6/2024,https://malaysia.indeed.com/rc/clk?jk=5798697776182968&bb=ki0MrRZmXhPQxcfn9Vsmr11jLdlNj3Q6NbZ8b8IA6WcpWaGhNzaGSkl0U_eHU7vhXC1TIesF6dlcyETm4kGmrVIkBp5jop79X0Vjm4QgMyViYRQb_2W9V1hXRx8GUOWr&xkcb=SoC567M3_U0PtJzUox0NbzkdCdPP&fccid=1797bcc66a126e1a&cmp=JMA-Global-IT-Solutions-Sdn.-Bhd&ti=IT+Support&vjs=3
php developer,Tapps Sdn Bhd,Kuala Lumpur,4000,8000,Full-time,competitive attractive work package extremely skilled strive section solid knowledge foundation developing pop,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=4959d993d74ad046&bb=ki0MrRZmXhPQxcfn9Vsmr0KK4_QsmQLJGkgJZduuvzy5EDkXCKwQB9eUZGzSEFavJXsNFWB6LvnfkbsalZL7AE358w-quqatT2ZH-juYeLe5r8oUJn_ZZY_ontrqZGS5&xkcb=SoAN67M3_U0PtJzUox0MbzkdCdPP&fccid=d3b4ce94827c31bc&cmp=TAPPS-SDN-BHD&ti=PHP+Developer&vjs=3
account manager - it sales,Ancile Solutions Sdn. Bhd.,Mont Kiara,3000,10000,Full-time ,serve lead point contact customer account management matter build maintain strong longlasting client relationship,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=adc23d5feb5d57e0&bb=ki0MrRZmXhPQxcfn9Vsmr3IHPTnkOmiXx1B_vVnt3KvJ3LImW1a-oyjRkXelPDOm2CzI2KBkljTHd3SeD_BN8-OpfCeYWnbJoN0cpIbcuAvJ0EmPVeyZqfgV8nR-npV5&xkcb=SoDk67M3_U0PtJzUox0DbzkdCdPP&fccid=0a0b614d0947a1b0&cmp=Ancile-Solutions-Sdn.-Bhd.&ti=Account+Manager&vjs=3
php programmer,IT Business Solutions Sdn Bhd,Kuala Lumpur,10000,12000,Permanent,bachelor degree computer science engineering related least 2 system development knowledge lamp stack,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=9f5758f1baae3f95&bb=ki0MrRZmXhPQxcfn9Vsmr4urZ4geQjQbxpEaysRoiJlcS5U6Cs49Nk5WsDfAtzXD2GblFG12TZw0b849ckMZDZ6z0kBwqSbzkidW2IbswlmPwUUUqnPW6so-4lkytJfR&xkcb=SoBQ67M3_U0PtJzUox0CbzkdCdPP&fccid=b5c537f98c4fb15e&cmp=IT-Business-Solutions&ti=PHP+Developer&vjs=3
it executive,Big Pharmacy,Shah Alam,2000,3000,Full-time,smooth efficient nation big outlet supporting national issue related pa software hardware,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=acab415d00cd8b3d&bb=ki0MrRZmXhPQxcfn9Vsmr4wpzoaD07HLdVI7hCx5ncF4ajRNcURvr1lzWBtKSllPNUbTRo7MSzaW8NJJfVsH6p6dfmzkc5zqITmkCcaGMxj2-M8zB5v3GWV_udW4LtkI&xkcb=SoD367M3_U0PtJzUox0HbzkdCdPP&fccid=ede1b343d981d4e8&cmp=Big-Pharmacy&ti=IT+Executive&vjs=3
it audit manager,Agensi Pekerjaan Synopsis Sdn Bnd,Kuala Lumpur,17500,18000,Full-time ,plan manage form audit assignment various techno area include system development general control sap application,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=c23fb856b31aa776&bb=ki0MrRZmXhPQxcfn9VsmrzAUrJ-ZoeZdH8pEBp1gSOD7MuPiSXQYIp2DB-wzI8tVWjcR2J49Hpr6ClTvdE8I8LX7mcyEHxiuoEeVa-ipMv3uonFlApgayEuPfgSQ2AWb&xkcb=SoBD67M3_U0PtJzUox0GbzkdCdPP&fccid=593f78f6436affa5&cmp=Agensi-Pekerjaan-Synopsis-Sdn-Bnd&ti=IT+Auditor&vjs=3
it application support,Koon Seng Sdn Bhd,Tangkak,1800,3500,Full-time ,analyze business documenting guidance senior associate document business rule functional,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=9b8112a2b79776f8&bb=dh_qgPjbqOgpxg3MVlSNq-HOrdjOh2GQU_jD4tZh2sEh6yOwk7cbaa-3VbsP3uztxFpPoU-ZTcbK2QlSOf-KE9aM9QyOqieNy49JxD21A0esswj72JkKau9nMKMFlfX3&xkcb=SoAK67M3_U0PVFUO0Z0IbzkdCdPP&fccid=c7542f3050809a13&cmp=Koon-Seng-Sdn-Bhd&ti=IT+Support&vjs=3
technical lead,Openwave computing services Pvt Ltd Sdn Malaysia,Kuala Lumpur,5000,15000,Permanent,opening technical lead digital delivery banking leading organization digital banking sector seeking technical lead delivery ops,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=58ae7c3eb5c10ad6&bb=dh_qgPjbqOgpxg3MVlSNqyu2ePYS5BhmaP2PaRQ6x5UMCmVHufJmCwuXtYzv4qqxPvP_sMIOaeHk89bwQsUErno9kfihu_KTwgI-YpDx6VRK9CkTBczXjbKbu-Jv7yh6&xkcb=SoCt67M3_U0PVFUO0Z0NbzkdCdPP&fccid=f124268f86b211ac&cmp=Openwave-computing-services-Pvt-Ltd-Sdn-Malaysia&ti=Technical+Lead&vjs=3
data analyst,DHPL Malaysia Sdn. Bhd. (1338456-A),Bandar Utama,5000,5000,Full-time,data analyst  formation management data ecosystem includes limited conducting advanced data analysis,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=ac921ea14511a5d4&bb=dh_qgPjbqOgpxg3MVlSNq8KJPEAlmuUaL-FAoR_Gyk5Y8NqMCmc1YZ0I7WJF9gnIJ_a0JcKaJKYw_7AhsEbdmKxKl6rAR6am4E13VdelUZ1UV5hbIENctKVNP9S580jz&xkcb=SoDw67M3_U0PVFUO0Z0DbzkdCdPP&fccid=2ea9cae6472afab5&cmp=DHPL-Malaysia-Sdn.-Bhd.-%281338456--A%29&ti=Data+Analyst&vjs=3
incident management engineer,Techtiera Sdn Bhd,Kuala Lumpur,7000,7000,Full-time ,manage deliver incident management function capability order quickly restore impacted service type,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=dd4183d6b9d9006c&bb=dh_qgPjbqOgpxg3MVlSNq49TVAtE-_AfZo1-biz6poQNHABigzMg_c37T1Nbjq-YdIORr-nWj_yGInx7CaULBZerAe69Xk5oJc-CzfStcwirmoSJqYYhi9Z9zQZWtTQF&xkcb=SoBt67M3_U0PVFUO0Z0AbzkdCdPP&fccid=b61face16f4785a2&cmp=Techtiera-Sdn-Bhd&ti=Incident+Manager&vjs=3
it executive,JVCKENWOOD ELECTRONICS MALAYSIA SDN BHD,Johor Bahru,4000,5500,Full-time,develop implement policy procedure computer system nation development survive function activity,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=4e6ee46333b2fb7e&bb=dh_qgPjbqOgpxg3MVlSNq4D15HwpKt2ygca3oDN6GWwuHR8C9RUcufV9PFbOZ74VZPaYcrkwVSoNPTpznsRITgGLQoyUKfFAtBoiji3yl0rJVjsL_bwWBG6uSAJC9Emk&xkcb=SoBX67M3_U0PVFUO0Z0GbzkdCdPP&fccid=a5f0ec4f19ed93ab&cmp=JVCKenwood-Electronics-Malaysia-Sdn-Bhd&ti=IT+Executive&vjs=3
it project manager,AMK Technology Sdn Bhd,Kuala Lumpur,10000,12000,Contract, lead project new software hardware technical system implemented  manage implementation specialist,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=195a72ca350a41f0&bb=dh_qgPjbqOgpxg3MVlSNq7YS8wUPgsqjIL1k2zizldWEteZCs1j3eF9tcrj3fQrHWXfy0KMHc8mFaxjcweYQJS9BYHq6VtrzeMQckNuxfT3ykco7eOTvcxzMfnABTul_&xkcb=SoDK67M3_U0PVFUO0Z0FbzkdCdPP&fccid=9fabf5f264933cf7&cmp=AMK-Technology-Sdn-Bhd&ti=IT+Project+Manager&vjs=3
it infrastructure engineer,Weida Marketing Sdn Bhd,Petaling Jaya,3000,6000,Full-time,manage support end daily nation lifecycle regional hardware software can wan security service inclusive,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=6cb73a67f9dda275&bb=fozeDdgM_w50Og-D3jEgSlvTWIi-hroMbmhSb7j8-muVCGbsyR2KGL7rxVhUyTNOXmyZfBst-PZBupK4fswglC7siJg4ll7OsSChpgI3XwTkbiDV91KhQ9jbGqf0C9-3&xkcb=SoBp67M3_U0PfSA1bj0JbzkdCdPP&fccid=70a89b62c0ef88b5&cmp=Weida-Marketing-Sdn-Bhd&ti=Infrastructure+Engineer&vjs=3
senior it support executive,MBB ASIA SDN BHD,Sungai Buloh,3500,6000,Full-time ,manage support monitor aspect infrastructure physical server virtual va storage solution network,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=0af2d33569f9f6de&bb=fozeDdgM_w50Og-D3jEgSvmKJrkA1UaDUNOyF2RK3YTalq3rGiJhLGUPpZgeXghaITpvHKAUO2ZXibRfBKxuq4cgjXMLqWWtsIaW3npoZGIzmyzz5O3ZRgV3qf-uyL8H&xkcb=SoDd67M3_U0PfSA1bj0IbzkdCdPP&fccid=5bb6fe1d2e0d5397&cmp=MBB-ASIA-SDN-BHD&ti=Senior+IT+Support&vjs=3
it business analyst,Esync Software Services Sdn Bhd,Petaling Jaya,3000,13000,Full-time ,stick service transport corporate partner global stick business department taking design implement run,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=15c6e1d671022ad5&bb=fozeDdgM_w50Og-D3jEgSuR1KCgHD0hcSqnBvlwNa8YvJpO1L2_2tQ0aei2OTVUE8TZtvBR5VzLQ0nhXY5dD63bwd3SQJRFAvMHkPsaVlQv2a2NEmPROIPgjPSUeDHCT&xkcb=SoB667M3_U0PfSA1bj0NbzkdCdPP&fccid=f1ed5b7f76927ea7&cmp=Esync-Software-Services-Sdn-Bhd&ti=IT+Analyst&vjs=3
it service desk analyst,Ssquad Global,Petaling Jaya,3000,3500,Full-time,imaging imaging laptop desktop setting required configuration new existing active directory account management,,https://malaysia.indeed.com/rc/clk?jk=c4c5613622f905bc&bb=fozeDdgM_w50Og-D3jEgSmiutajOpZktjNeO35mHoSoBn_GSzOD7vxQ1qQmKqSJYUjYWBmvUtQ3XS7WwIGzAeJrJnqnCQ38spcADS9xvAuK4u6u_It4RPHDHlaIhrHTV&xkcb=SoDO67M3_U0PfSA1bj0MbzkdCdPP&fccid=71931d6d26869fb5&cmp=SSquad-Global&ti=IT+Support&vjs=3
network engineer - my,TRT GLOBAL SOLUTIONS PHILIPPINES INC.,Malaysia,27539.99,36719.99,Full-time,considerable knowledge net concept trip eterne network cabling layer 2 layer 3 switching si model mil metroethernet,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=5f77eccf84b02d18&bb=fozeDdgM_w50Og-D3jEgSgNVgX_akZh33TiEQRjThTB2DFvdKGWhgmabSrs5qwjPetGZt0wFheWLsdkyH_N2Rch-yWgMDxbOQUegjNqMVSar4mHvuQM6HAanvny2GYpd&xkcb=SoAO67M3_U0PfSA1bj0BbzkdCdPP&fccid=c56c0c8bd37ff3b8&cmp=TRT-Global-Solutions&ti=Network+Engineer&vjs=3
